name,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,max_torque_rpm,selling_price
Ford,2018.0,13000.0,Petrol,Individual,Manual,First Owner,20.4,1194,94.93,120.0,5,4250.0,633753.2918445785
Maruti,2018.0,44000.0,Petrol,Individual,Manual,First Owner,15.37,1196,73.0,101.0,7,3000.0,614787.4840839665
Chevrolet,2013.0,70000.0,Petrol,Individual,Manual,Second Owner,18.6,1199,79.4,108.0,5,4400.0,181346.78299445962
Hyundai,2010.0,55000.0,Petrol,Individual,Manual,Second Owner,19.81,1086,68.05,99.04,5,4500.0,95875.16602889798
Volkswagen,2018.0,75000.0,Diesel,Individual,Automatic,First Owner,21.5,1498,108.5,250.0,5,3000.0,836828.0554474122
Maruti,2014.0,60000.0,Petrol,Individual,Manual,Second Owner,20.92,998,67.1,90.0,5,3500.0,318864.5230718611
Maruti,2016.0,70000.0,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,190.0,5,2000.0,598112.1086979078
Hyundai,2014.0,46000.0,Petrol,Individual,Manual,Second Owner,19.1,1197,81.86,113.75,5,4000.0,367895.63460003433
Maruti,2014.0,90000.0,Diesel,Individual,Manual,Second Owner,26.21,1248,88.5,200.0,5,1750.0,554752.6027440166
Nissan,2011.0,43500.0,Petrol,Individual,Manual,Second Owner,18.06,1198,75.0,104.0,5,4000.0,165259.45670967526
Ford,2015.0,90000.0,Diesel,Individual,Manual,First Owner,22.77,1498,98.59,205.0,5,3250.0,583992.1694912593
Maruti,2011.0,46000.0,Petrol,Individual,Manual,First Owner,20.92,998,67.1,90.0,5,3500.0,272543.48656253866
Maruti,2014.0,25000.0,Petrol,Individual,Manual,First Owner,22.74,796,47.3,69.0,5,3500.0,258724.589793036
Maruti,2017.0,50000.0,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,200.0,7,1750.0,750018.0265605362
Hyundai,2018.0,30000.0,Diesel,Individual,Manual,First Owner,24.0,1186,73.97,190.24,5,2250.0,633556.0079304371
Mahindra,2012.0,120000.0,Diesel,Individual,Manual,Second Owner,13.5,2179,115.0,277.5,5,2200.0,617699.3110759871
Maruti,2014.0,90000.0,Diesel,Individual,Manual,First Owner,22.9,1248,74.0,190.0,5,2000.0,512615.83021775587
Maruti,2016.0,52000.0,Diesel,Individual,Manual,First Owner,23.65,1248,88.5,200.0,5,1750.0,707389.027552187
Hyundai,2017.0,56290.0,Diesel,Dealer,Manual,First Owner,24.0,1186,73.97,190.24,5,2250.0,649588.2613149143
Tata,2008.0,120000.0,Diesel,Individual,Manual,Fourth & Above Owner,17.88,1396,52.8,85.0,5,2500.0,-116349.49212188204
Honda,2011.0,93500.0,Petrol,Dealer,Manual,Third Owner,17.0,1497,118.0,146.0,5,4800.0,491820.0600095941
Toyota,2016.0,68089.0,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494,157.7,213.0,5,4500.0,1432262.8814679543
Skoda,2017.0,33000.0,Petrol,Dealer,Automatic,Second Owner,14.7,1798,177.5,250.0,5,5000.0,1213638.6674371548
Tata,2009.0,60000.0,Diesel,Individual,Manual,Second Owner,17.88,1396,52.8,85.0,5,2500.0,-68331.24461866333
Renault,2018.0,30000.0,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72.0,5,4386.0,312514.2343119227
Honda,2013.0,70000.0,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,200.0,5,1750.0,587729.6433089495
Ford,2017.0,25000.0,Petrol,Individual,Manual,First Owner,17.0,1497,121.31,150.0,5,4500.0,763593.0166501051
Skoda,2018.0,17601.0,Diesel,Dealer,Automatic,First Owner,16.25,1968,148.0,340.0,7,3000.0,1280351.1277170673
Maruti,2019.0,14000.0,Petrol,Individual,Automatic,First Owner,23.95,998,67.05,90.0,5,3500.0,691461.976558567
Maruti,2015.0,50000.0,Petrol,Individual,Manual,First Owner,22.74,796,47.3,69.0,5,3500.0,282993.74184539984
Hyundai,2009.0,110000.0,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,111.7,5,4000.0,129851.68935135403
Maruti,2013.0,60000.0,Diesel,Individual,Manual,First Owner,20.77,1248,88.8,200.0,7,1750.0,596536.5171696737
Toyota,2013.0,79328.0,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494,100.6,200.0,7,3600.0,830886.9957861254
Toyota,2009.0,217000.0,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494,102.0,20.4,8,3400.0,520161.6490312095
Hyundai,2014.0,106000.0,Diesel,Individual,Manual,First Owner,22.32,1582,126.32,259.8,5,2750.0,782873.4747713677
Maruti,2017.0,70000.0,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,190.0,5,2000.0,636030.1678750946
Tata,2015.0,110000.0,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,320.0,7,3000.0,898821.4421501363
Hyundai,2010.0,190000.0,Diesel,Individual,Manual,Third Owner,16.2,1493,110.0,24.0,5,2750.0,302067.47396574845
Mahindra,2014.0,50000.0,Diesel,Individual,Manual,Second Owner,14.0,2523,75.0,200.0,9,2200.0,484345.705892907
Tata,2009.0,90000.0,Diesel,Individual,Manual,Second Owner,13.93,2179,138.1,320.0,7,2700.0,585764.4405623964
Tata,2014.0,86000.0,Diesel,Individual,Manual,Second Owner,14.0,2179,138.1,320.0,7,2700.0,774628.0538583625
Renault,2016.0,30000.0,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72.0,5,4386.0,237810.06252860394
Tata,2019.0,9200.0,Petrol,Individual,Automatic,First Owner,23.84,1199,83.83,114.0,5,3500.0,665468.1208863836
Ford,2015.0,92651.0,Diesel,Dealer,Manual,First Owner,21.7,1498,98.96,215.0,5,2500.0,694172.0441342706
Ford,2017.0,30000.0,Diesel,Individual,Manual,First Owner,25.83,1498,99.0,215.0,5,3000.0,711178.431658111
Hyundai,2011.0,80000.0,Diesel,Individual,Manual,First Owner,22.32,1582,126.32,259.8,5,2750.0,684423.4682892568
Hyundai,2019.0,10000.0,Petrol,Individual,Manual,First Owner,18.6,1197,81.86,117.0,5,4000.0,633868.7018414624
Maruti,2006.0,59000.0,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,59.0,4,2500.0,-135307.90409898176
Honda,2009.0,125000.0,Petrol,Individual,Manual,Second Owner,13.5,1799,130.0,172.0,5,4300.0,442602.76775309676
Mahindra,2011.0,100000.0,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,180.0,7,1500.0,295602.8529380646
Tata,2018.0,50000.0,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,114.0,5,3500.0,504514.6473325478
Hyundai,2017.0,15000.0,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,74.5,5,4000.0,298163.950088606
Jaguar,2017.0,45000.0,Diesel,Dealer,Automatic,First Owner,19.33,1999,177.0,430.0,5,2500.0,2375438.277942078
Jaguar,2017.0,45000.0,Diesel,Dealer,Automatic,First Owner,19.33,1999,177.0,430.0,5,2500.0,2375438.277942078
Renault,2011.0,43000.0,Petrol,Dealer,Automatic,First Owner,13.4,1997,135.1,190.0,5,3700.0,854362.7022280507
Maruti,2016.0,70000.0,Diesel,Individual,Manual,Second Owner,24.52,1248,88.5,200.0,7,1750.0,643790.8153817898
Renault,2016.0,30000.0,Petrol,Individual,Manual,Third Owner,23.01,999,67.0,91.0,5,4250.0,303970.18813523743
Ford,2018.0,27620.0,Diesel,Dealer,Manual,First Owner,22.77,1498,98.59,205.0,5,3250.0,795835.3161835879
Ford,2017.0,31596.0,Petrol,Dealer,Manual,First Owner,17.0,1497,121.36,150.0,5,4500.0,827565.4241434035
Honda,2017.0,20000.0,Petrol,Individual,Automatic,First Owner,18.0,1497,117.6,145.0,5,4600.0,838848.5147011054
Mahindra,2012.0,60000.0,Diesel,Individual,Manual,Second Owner,15.1,2179,140.0,330.0,7,2800.0,798254.6341137912
Tata,2015.0,52000.0,Diesel,Individual,Manual,First Owner,19.09,1405,69.01,135.0,5,2500.0,341787.8794548182
Hyundai,2015.0,80000.0,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,219.7,5,2750.0,585473.6464876586
Tata,2013.0,189000.0,Diesel,Individual,Manual,First Owner,21.02,1248,88.76,200.0,5,3000.0,313944.6898612238
Renault,2012.0,110000.0,Diesel,Individual,Manual,Second Owner,19.01,1461,108.45,248.0,5,2250.0,513525.88537744083
Honda,2018.0,8576.0,Petrol,Dealer,Manual,First Owner,18.7,1199,88.7,110.0,5,4800.0,633491.091670694
Honda,2016.0,56494.0,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,110.0,5,4800.0,483609.4823572405
Hyundai,2008.0,93331.0,Petrol,Individual,Manual,Second Owner,19.81,1086,68.05,99.04,5,4500.0,1111.7167658174876
Hyundai,2008.0,30000.0,Petrol,Individual,Manual,Second Owner,19.81,1086,68.05,99.04,5,4500.0,34253.92808487476
Mahindra,2017.0,60000.0,Diesel,Individual,Manual,First Owner,16.5,1493,70.0,195.0,7,2200.0,551501.1019486552
Volkswagen,2010.0,44500.0,Petrol,Dealer,Manual,First Owner,16.47,1198,74.0,110.0,5,3750.0,218968.36013376596
Toyota,2011.0,291000.0,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,20.4,7,3400.0,533353.9289022761
Honda,2016.0,56494.0,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,110.0,5,4800.0,483609.4823572405
Maruti,2019.0,5621.0,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8,113.0,5,4200.0,788593.6660102603
Hyundai,2014.0,60000.0,Petrol,Individual,Manual,Second Owner,18.9,1197,82.0,114.0,5,4000.0,361486.62010024954
Maruti,2017.0,100000.0,Diesel,Individual,Manual,First Owner,23.65,1248,88.5,200.0,5,1750.0,719621.8804723988
Tata,2013.0,120000.0,Diesel,Individual,Manual,First Owner,19.09,1396,69.0,135.0,5,2500.0,230891.21227614093
Honda,2016.0,30000.0,Diesel,Individual,Manual,First Owner,27.3,1498,98.6,200.0,5,1750.0,720931.0470564072
Hyundai,2003.0,68300.0,Petrol,Individual,Manual,Third Owner,19.369999999999997,1248,81.86,150.0,5,3000.0,36460.14514798485
Maruti,2012.0,56000.0,Diesel,Individual,Manual,Second Owner,22.9,1248,74.0,190.0,5,2000.0,397295.67024022876
Maruti,2014.0,46100.0,Petrol,Dealer,Manual,First Owner,16.02,1373,93.7,130.0,7,4000.0,628886.7113143601
Tata,2011.0,140000.0,Diesel,Individual,Manual,Second Owner,11.57,2179,138.1,320.0,7,2700.0,633968.4869645434
Jaguar,2017.0,45000.0,Diesel,Dealer,Automatic,First Owner,19.33,1999,177.0,430.0,5,2500.0,2375438.277942078
Mahindra,2015.0,56975.0,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,330.0,7,2800.0,970430.1761567384
BMW,2013.0,56000.0,Diesel,Dealer,Automatic,First Owner,11.2,2993,241.0,540.0,4,2000.0,3240405.889702115
Renault,2015.0,75000.0,Diesel,Dealer,Manual,First Owner,19.87,1461,83.8,200.0,5,1750.0,624709.1673520713
Maruti,2009.0,80000.0,Petrol,Individual,Manual,First Owner,16.1,796,37.0,59.0,4,2500.0,24167.467366638593
Mahindra,2017.0,70000.0,Diesel,Individual,Manual,Second Owner,15.96,2523,62.1,195.0,7,2200.0,506256.0928819163
Nissan,2016.0,35000.0,Diesel,Individual,Manual,First Owner,20.45,1461,83.8,200.0,5,1900.0,603960.4919053239
Mahindra,2019.0,14000.0,Diesel,Individual,Manual,First Owner,16.5,1493,70.0,195.0,7,2200.0,650277.871996278
Maruti,2004.0,70000.0,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,90.0,5,3500.0,-60175.611312321154
Maruti,2014.0,90000.0,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,190.0,5,2000.0,512686.6475276246
Maruti,2015.0,40000.0,Petrol,Individual,Manual,First Owner,20.51,998,67.04,90.0,5,3500.0,424695.43654941325
Hyundai,2016.0,29000.0,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7,5,4000.0,510259.9684051743
Maruti,2014.0,65204.0,Petrol,Trustmark Dealer,Automatic,First Owner,23.1,998,67.04,90.0,5,3500.0,494840.8978797465
Honda,2019.0,20000.0,Petrol,Individual,Automatic,First Owner,17.4,1497,117.6,145.0,5,4600.0,913467.7057125818
Honda,2012.0,60000.0,Petrol,Individual,Manual,First Owner,19.4,1198,86.8,109.0,5,4500.0,318517.6896973357
Ford,2015.0,20000.0,Petrol,Individual,Manual,Second Owner,15.8,1499,110.0,140.0,5,4400.0,567861.2802685051
Hyundai,2013.0,50000.0,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,74.5,5,4000.0,130439.49914695392
Tata,2012.0,80000.0,Diesel,Individual,Manual,Fourth & Above Owner,19.09,1396,69.0,135.0,5,2500.0,176795.92191445432
Tata,2018.0,70000.0,Diesel,Individual,Manual,First Owner,20.65,1248,88.7,190.0,5,3000.0,556326.9377742752
Maruti,2015.0,50000.0,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,190.0,5,2000.0,571423.24199912
Hyundai,2017.0,70000.0,Diesel,Individual,Manual,Second Owner,24.4,1120,71.0,180.4,5,2500.0,477901.28961170814
Tata,2017.0,42000.0,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,114.0,5,3500.0,471349.1002694629
Hyundai,2016.0,40000.0,Petrol,Dealer,Automatic,First Owner,14.8,1591,121.3,151.0,5,4850.0,902588.316493718
Maruti,2016.0,20000.0,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,113.0,5,4200.0,548465.608580396
Tata,2008.0,40000.0,Petrol,Individual,Manual,Fourth & Above Owner,12.85,1396,99.6,124.0,5,3500.0,203246.76367980964
Tata,2016.0,63000.0,Diesel,Dealer,Manual,First Owner,15.3,2956,83.8,250.0,9,2000.0,722622.1627092216
Mahindra,2011.0,120000.0,Diesel,Individual,Manual,Second Owner,14.0,2523,75.0,200.0,8,2200.0,333603.7053227137
Skoda,2016.0,99000.0,Diesel,Dealer,Automatic,First Owner,21.66,1498,103.52,250.0,5,2500.0,848010.0665330096
Hyundai,2015.0,248000.0,Diesel,Individual,Manual,First Owner,24.8,1396,88.7,219.7,5,2750.0,497707.3115746479
Ford,2017.0,45000.0,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,205.0,5,3250.0,684363.9344416447
Maruti,2015.0,40000.0,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,200.0,7,1750.0,680547.0283129355
Maruti,1999.0,60000.0,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993,60.0,78.0,5,4500.0,-317345.2728844688
Maruti,2019.0,5621.0,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8,113.0,5,4200.0,788593.6660102603
Maruti,2011.0,50000.0,Petrol,Individual,Manual,Third Owner,20.92,998,67.1,90.0,5,3500.0,228985.54414558387
Tata,2008.0,40000.0,Diesel,Individual,Manual,First Owner,16.8,1405,62.0,12.5,5,2500.0,-29950.854125499958
Chevrolet,2007.0,60000.0,Petrol,Individual,Manual,Third Owner,14.7,1150,76.0,11.2,5,4400.0,-103923.66326154256
Maruti,2015.0,70000.0,Diesel,Individual,Manual,Second Owner,27.39,1248,74.0,190.0,5,2000.0,502661.42440782324
Hyundai,2015.0,35000.0,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7,5,4000.0,469767.9783920839
Mercedes-Benz,2013.0,25000.0,Diesel,Individual,Automatic,First Owner,14.84,2143,170.0,400.0,5,2800.0,2169642.16163614
Maruti,2007.0,110000.0,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,62.0,5,3000.0,-91929.8558321062
Tata,2011.0,97343.0,Diesel,Dealer,Manual,First Owner,18.8,1248,90.0,200.0,5,3000.0,361024.1755467319
Mahindra,2011.0,80000.0,Diesel,Individual,Manual,Third Owner,15.1,2179,140.0,330.0,7,2800.0,767380.3063636782
Maruti,2012.0,70000.0,Diesel,Individual,Manual,First Owner,23.2,1248,73.94,190.0,5,2000.0,448082.26838469296
Hyundai,2012.0,27000.0,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,111.7,5,4000.0,343752.06558844435
Maruti,2016.0,32000.0,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,113.0,5,4200.0,542185.8003375342
Mahindra,2011.0,80000.0,Diesel,Individual,Manual,Second Owner,13.5,2179,115.0,277.5,5,2200.0,601279.9193272007
Tata,2012.0,86000.0,Diesel,Individual,Manual,First Owner,21.12,1248,88.8,200.0,5,3000.0,330733.9398541708
Hyundai,2018.0,25000.0,Petrol,Individual,Manual,First Owner,20.3,1086,68.0,99.0,5,4500.0,468562.64743551635
Maruti,2006.0,100000.0,Petrol,Individual,Manual,Second Owner,14.0,1061,64.0,8.6,5,3500.0,-66461.48736441717
Hyundai,2014.0,29340.0,Diesel,Individual,Manual,First Owner,22.32,1582,126.32,259.8,5,2750.0,822990.9830961839
Maruti,2015.0,50000.0,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,69.0,5,3500.0,224584.96362974937
Tata,2017.0,45000.0,Diesel,Individual,Manual,First Owner,17.6,2179,153.86,400.0,7,2500.0,1115659.481477346
Maruti,2017.0,47747.0,Diesel,Dealer,Manual,First Owner,28.09,1248,88.5,200.0,5,1750.0,814737.9923617621
Tata,2019.0,15000.0,Diesel,Individual,Manual,First Owner,22.95,1248,74.0,190.0,5,3000.0,539921.498497826
Mahindra,2009.0,170000.0,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,180.0,7,1500.0,184266.46640471788
Mahindra,2011.0,100000.0,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,180.0,7,1500.0,295602.8529380646
Hyundai,2009.0,90000.0,Diesel,Individual,Manual,Second Owner,18.1,1493,110.0,24.0,5,2750.0,300372.12399579
Tata,2013.0,120000.0,Petrol,Individual,Manual,First Owner,15.64,1193,64.1,100.0,5,2700.0,197291.09717792948
Hyundai,2014.0,76000.0,Diesel,Dealer,Manual,First Owner,22.54,1396,88.73,219.7,5,2750.0,617357.1825118263
Toyota,2017.0,33019.0,Diesel,Dealer,Manual,First Owner,13.68,2393,147.8,343.0,7,2800.0,1501155.0771562909
Mahindra,2015.0,110000.0,Diesel,Individual,Manual,Second Owner,18.49,1493,100.0,240.0,7,2800.0,560815.6371698176
Maruti,2017.0,3564.0,Petrol,Individual,Manual,First Owner,23.95,998,67.05,90.0,5,3500.0,519010.793770556
Hyundai,2016.0,49900.0,Petrol,Dealer,Manual,First Owner,16.3,1797,147.5,177.5,5,4700.0,978546.3964639629
Mitsubishi,2011.0,120000.0,Diesel,Individual,Manual,Second Owner,10.5,2835,116.9,292.0,6,2000.0,979722.1036329576
Maruti,2019.0,7000.0,Petrol,Individual,Manual,First Owner,21.63,998,67.0,90.0,5,3500.0,591306.3985532927
Mercedes-Benz,2017.0,23000.0,Diesel,Dealer,Automatic,First Owner,17.9,2143,136.0,300.0,5,3000.0,2123726.607980262
Datsun,2016.0,70000.0,Petrol,Individual,Manual,Second Owner,19.44,1198,67.0,104.0,7,4000.0,258630.39929437148
Renault,2016.0,66693.0,Petrol,Dealer,Manual,First Owner,25.17,799,53.3,72.0,5,4386.0,285750.3313755328
Maruti,2018.0,20000.0,Petrol,Individual,Manual,First Owner,24.7,796,47.3,69.0,5,3500.0,411027.12398221856
Mahindra,2012.0,120000.0,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,195.0,7,2200.0,351738.5739606782
Maruti,2018.0,38817.0,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,190.0,5,2000.0,756587.4178364219
Hyundai,2012.0,120000.0,LPG,Individual,Manual,First Owner,21.1,814,55.2,74.5,5,4000.0,205332.28040714352
Mahindra,2006.0,120000.0,Diesel,Individual,Manual,Third Owner,10.5,2179,120.0,290.0,8,2800.0,423297.432074063
Toyota,2011.0,110000.0,Petrol,Individual,Manual,First Owner,17.6,1496,88.73,132.0,5,3000.0,674918.5250919487
Maruti,2018.0,15000.0,Petrol,Individual,Manual,First Owner,21.1,998,100.5,150.0,5,4500.0,727805.8382514961
Renault,2015.0,136000.0,Diesel,Individual,Manual,First Owner,19.01,1461,108.45,248.0,5,2250.0,670384.6700752019
Ford,2011.0,103000.0,Diesel,Individual,Manual,Third Owner,20.0,1399,68.0,160.0,5,2000.0,239628.2007284339
Maruti,2015.0,26000.0,Petrol,Individual,Manual,First Owner,20.73,1373,91.1,130.0,5,4000.0,591518.6409721157
Honda,2014.0,72000.0,Diesel,Dealer,Manual,First Owner,26.0,1498,98.6,200.0,5,1750.0,691205.7739189527
Hyundai,2018.0,7800.0,Petrol,Individual,Manual,First Owner,20.3,1086,68.0,99.0,5,4500.0,477563.7059169519
Honda,2016.0,22000.0,Petrol,Individual,Manual,First Owner,17.8,1497,117.3,145.0,5,4600.0,695521.9787362777
Hyundai,2017.0,40000.0,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,219.7,5,2750.0,681110.5124138503
Maruti,2000.0,56194.0,Petrol,Individual,Manual,Fourth & Above Owner,16.1,796,37.0,59.0,4,2500.0,-337219.1113520656
Maruti,2009.0,54000.0,Petrol,Individual,Manual,First Owner,19.7,796,46.3,62.0,5,3000.0,70488.86596688535
Skoda,2015.0,101500.0,Diesel,Individual,Manual,Second Owner,21.14,1498,103.52,250.0,5,2500.0,580516.5556313992
Volvo,2018.0,2000.0,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,350.0,5,2750.0,3215280.0523220133
Hyundai,2015.0,55000.0,Diesel,Dealer,Manual,First Owner,24.4,1120,71.0,180.4,5,2500.0,536598.0088491569
Lexus,2019.0,20000.0,Petrol,Dealer,Automatic,First Owner,22.37,2487,214.56,202.0,5,5200.0,2998727.7134400243
Mahindra,2015.0,110000.0,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,330.0,7,2800.0,942681.2734835923
Mahindra,2011.0,110000.0,Diesel,Individual,Manual,Second Owner,12.05,2179,120.0,290.0,8,2800.0,598566.4635156887
Mahindra,2017.0,52236.0,Diesel,Dealer,Manual,First Owner,15.4,2179,120.0,280.0,7,2800.0,970617.6467216038
Maruti,2015.0,38000.0,Petrol,Individual,Automatic,Second Owner,23.95,998,67.05,90.0,5,3500.0,471085.2382905553
Mahindra,2014.0,126000.0,Diesel,Individual,Manual,First Owner,12.05,2179,120.0,290.0,7,2800.0,758604.8936039809
Tata,2015.0,110000.0,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,320.0,7,3000.0,898821.4421501363
Maruti,2012.0,100000.0,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,190.0,5,2000.0,374340.5239929372
Tata,2002.0,120000.0,Diesel,Individual,Manual,First Owner,14.07,2956,83.1,250.0,7,2000.0,94494.26411534892
Maruti,2007.0,80000.0,Petrol,Individual,Manual,Second Owner,18.2,1061,64.0,84.0,5,3500.0,29169.660852893954
Skoda,2016.0,11000.0,Petrol,Dealer,Automatic,First Owner,14.3,1598,103.5,153.0,5,3800.0,813991.0026491055
Maruti,2015.0,60000.0,Petrol,Individual,Manual,First Owner,23.1,998,67.04,90.0,5,3500.0,414595.9231430971
Maruti,2014.0,70000.0,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,190.0,5,2000.0,523407.9369145888
Tata,2019.0,10000.0,Diesel,Individual,Automatic,First Owner,21.5,1497,108.5,260.0,5,2750.0,911165.9144505352
Tata,2011.0,120000.0,Diesel,Individual,Manual,First Owner,23.03,1396,69.0,140.0,5,3000.0,135724.01478571445
Maruti,2016.0,50000.0,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,200.0,7,1750.0,712665.9406688767
Maruti,1999.0,80000.0,Petrol,Individual,Manual,Third Owner,16.1,796,37.0,59.0,4,2500.0,-390818.0645526233
Maruti,2014.0,43381.0,Petrol,Dealer,Manual,Second Owner,22.74,796,47.3,69.0,5,3500.0,257839.06780292164
Hyundai,2016.0,40000.0,Diesel,Individual,Manual,First Owner,24.8,1396,88.7,219.7,5,2750.0,643909.407009247
Tata,2010.0,50000.0,Petrol,Individual,Manual,Third Owner,26.0,624,35.0,48.0,4,500.0,-45325.026726343436
Hyundai,2019.0,3500.0,Petrol,Dealer,Automatic,First Owner,18.15,998,118.35,171.6,5,4000.0,1035275.022342046
Ford,2010.0,30000.0,Petrol,Individual,Manual,First Owner,15.6,1196,70.0,102.0,5,4000.0,185753.1233420493
Maruti,2008.0,152500.0,Diesel,Individual,Manual,First Owner,17.8,1248,75.0,190.0,5,2000.0,260710.76882726303
Tata,2018.0,9500.0,Diesel,Individual,Manual,First Owner,21.5,1497,108.5,260.0,5,2750.0,770867.1363290938
Maruti,2005.0,49455.0,Petrol,Individual,Manual,First Owner,19.7,796,46.3,62.0,5,3000.0,-76541.00022776844
Hyundai,2010.0,90000.0,Diesel,Individual,Manual,Second Owner,23.0,1396,90.0,22.4,5,2750.0,218740.104887679
Maruti,2016.0,100000.0,Petrol,Individual,Manual,Third Owner,15.37,1196,73.0,101.0,7,3000.0,469312.867497958
Ford,2003.0,80000.0,Petrol,Individual,Manual,Third Owner,14.2,1597,92.0,130.0,5,2500.0,94997.39367973316
Tata,2012.0,90000.0,Diesel,Individual,Manual,Third Owner,19.4,1405,70.0,135.4,5,2500.0,174256.04251289787
Mahindra,2019.0,16500.0,Petrol,Dealer,Manual,First Owner,17.0,1197,110.0,200.0,5,3500.0,898296.544616241
Maruti,2014.0,120000.0,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,190.0,5,2000.0,438578.34870481957
Mahindra,2014.0,65000.0,Diesel,Individual,Manual,Second Owner,15.96,2523,62.1,195.0,7,2200.0,396816.42197479715
Maruti,2017.0,25000.0,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,200.0,5,1750.0,758962.744493115
Maruti,2010.0,155000.0,Petrol,Individual,Manual,Second Owner,15.5,1586,103.3,145.0,5,4100.0,364466.2426044323
Toyota,2012.0,129627.0,Diesel,Dealer,Manual,First Owner,11.5,2982,171.0,343.0,7,3400.0,1401357.9290172975
Volkswagen,2012.0,120000.0,Diesel,Individual,Manual,Second Owner,20.54,1598,103.6,250.0,5,2500.0,430060.62769139605
Ford,2012.0,54000.0,Diesel,Individual,Manual,First Owner,20.0,1399,68.0,160.0,5,2000.0,344087.50994778017
Maruti,2005.0,100000.0,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796,46.3,62.0,5,3000.0,-140667.97447695653
Tata,2014.0,120000.0,Diesel,Individual,Manual,First Owner,22.3,1248,74.0,190.0,5,3000.0,298120.68441165774
Tata,2007.0,120000.0,Diesel,Individual,Manual,Third Owner,17.2,1396,53.5,8.5,5,2500.0,-201547.38078662055
Mahindra,2015.0,173000.0,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,330.0,7,2800.0,909712.2802085674
Mahindra,2011.0,80000.0,Diesel,Individual,Manual,Second Owner,12.05,2179,120.0,290.0,9,2800.0,616319.5122680307
Maruti,2013.0,57000.0,Petrol,Individual,Manual,Second Owner,20.51,998,67.04,90.0,5,3500.0,282686.09153972287
Maruti,2015.0,40000.0,Petrol,Individual,Manual,First Owner,20.51,998,67.04,90.0,5,3500.0,424695.43654941325
Hyundai,2019.0,60000.0,Petrol,Individual,Manual,First Owner,20.14,1197,81.86,113.75,5,4000.0,605885.6993285035
Honda,2016.0,56494.0,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,110.0,5,4800.0,483609.4823572405
Tata,2017.0,42000.0,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,114.0,5,3500.0,471349.1002694629
Maruti,2006.0,42500.0,Petrol,Individual,Manual,First Owner,19.7,796,46.3,62.0,5,3000.0,-35549.242142017
Maruti,2017.0,46000.0,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,115.0,5,4000.0,590594.692717904
